"","jobId","industry","normTitle","normTitleCategory","descriptionCharacterLength","descriptionWordCount","experienceRequired","estimatedSalary","industry_dich","normTitle_dich","normTitleCategory_dich","experienceRequired_dich","mean_clicks"
"7126","job0188429",NA,"kitchen team member","food",2079,388,NA,20200,0,1,1,0,14.7021276595745
"7127","job0188430",NA,"kitchen team member","food",2010,352,NA,19600,0,1,1,0,22.72
"7128","job0188435",NA,"kitchen team member","food",1944,316,NA,19600,0,1,1,0,15.3725490196078
"7129","job0188491",NA,"compensation analyst","hr",4188,586,NA,62900,0,1,1,0,29.5
"7130","job0188541",NA,"school psychologist","service",673,177,NA,76800,0,1,1,0,13.0833333333333
"7131","job0188581",NA,"crew member","uncategorized",1247,230,NA,17300,0,1,1,0,14.9333333333333
"7132","job0188588","HEALTH_CARE","public safety officer","protective",1034,216,NA,43700,1,1,1,0,15.36
"7133","job0188688",NA,"associate professor","education",2351,417,NA,71000,0,1,1,0,12.8181818181818
"7134","job0188857",NA,"partner","uncategorized",6413,1020,1,32600,0,1,1,1,26
"7135","job0188868",NA,"quality assurance engineer","techsoftware",1126,190,0.7,30800,0,1,1,1,32
"7136","job0188940",NA,"summer intern","uncategorized",7304,1139,NA,24400,0,1,1,0,61.625
"7137","job0188997",NA,NA,NA,116,79,NA,39000,0,0,0,0,27.4137931034483
"7138","job0189031",NA,"design engineer","techinfo",2266,397,9,105000,0,1,1,1,16
"7139","job0189042","HUMAN_RESOURCES_AND_STAFFING","validation engineer","engmech",3692,529,1.7,94200,1,1,1,1,26
"7140","job0189058",NA,"development operations engineer","techsoftware",1789,308,1.7,89200,0,1,1,1,16
"7141","job0189065",NA,"e-commerce manager","marketing",5029,720,3.3,103100,0,1,1,1,23
"7142","job0189116",NA,"server","food",2518,387,NA,15900,0,1,1,0,77.4444444444444
"7143","job0189138",NA,"prep cook","food",1665,271,NA,19600,0,1,1,0,17.3061224489796
"7144","job0189191","HEALTH_CARE","telemetry nurse","mednurse",1447,224,0.7,76600,1,1,1,1,22
"7145","job0189213",NA,NA,NA,1040,232,NA,19400,0,0,0,0,18.3409090909091
"7146","job0189274",NA,"merchandiser","retail",4578,676,NA,23500,0,1,1,0,16.9677419354839
"7147","job0189290",NA,NA,NA,112,82,NA,43900,0,0,0,0,20.2931034482759
"7148","job0189329",NA,"program manager","project",6652,961,1.7,69100,0,1,1,1,27
"7149","job0189332",NA,"facilitator","service",6267,924,0.7,44700,0,1,1,1,19
"7150","job0189350",NA,"housekeeping manager","sanitation",714,144,NA,20500,0,1,1,0,23.9
"7151","job0189359","HEALTH_CARE","psychologist","socialscience",1468,284,NA,81900,1,1,1,0,13.4827586206897
"7152","job0189424",NA,"technician","install",3189,501,0.7,29900,0,1,1,1,13.5
"7153","job0189448",NA,"front desk agent","customer",2165,411,NA,21700,0,1,1,0,16.1764705882353
"7154","job0189464",NA,"member services representative","customer",1741,314,NA,19300,0,1,1,0,14
"7155","job0189486",NA,"contract manager","management",3730,568,NA,88500,0,1,1,0,30.375
"7156","job0189581",NA,"human resources specialist","hr",6033,902,1.7,32100,0,1,1,1,21
"7157","job0189777",NA,"software engineer","techsoftware",407,56,NA,117600,0,1,1,0,14.5714285714286
"7158","job0189779","TRANSPORT_AND_FREIGHT","truck driver","driver",824,186,NA,47600,1,1,1,0,14.1904761904762
"7159","job0189783",NA,"janitor","sanitation",853,147,NA,19800,0,1,1,0,31.7291666666667
"7160","job0189784","RESTAURANTS_TRAVEL_AND_LEISURE","restaurant team member","food",1114,263,NA,18100,1,1,1,0,89.5625
"7161","job0189909",NA,"salesforce administrator","techhelp",2733,455,NA,104100,0,1,1,0,20.2376237623762
"7162","job0189917",NA,NA,NA,1670,278,NA,76700,0,0,0,0,13.1111111111111
"7163","job0189998","CONSULTING_AND_BUSINESS_SERVICES","janitor","sanitation",1573,301,NA,18200,1,1,1,0,14.4444444444444
"7164","job0190001",NA,"support engineer","techhelp",6278,949,NA,87500,0,1,1,0,19.5636363636364
"7165","job0190004",NA,"registered nurse - home health","mednurse",3312,542,NA,54900,0,1,1,0,21.6315789473684
"7166","job0190010",NA,"assistant store manager","retail",2153,323,NA,23200,0,1,1,0,14.7857142857143
"7167","job0190036",NA,"technician","install",960,177,NA,41600,0,1,1,0,22.25
"7168","job0190065","HEALTH_CARE","travel nurse","mednurse",370,126,NA,63000,1,1,1,0,13.9032258064516
"7169","job0190115",NA,NA,NA,1103,243,NA,29100,0,0,0,0,24.8
"7170","job0190128","EDUCATION_AND_SCHOOLS","program manager","project",3355,498,NA,51400,1,1,1,0,22.4255319148936
"7171","job0190189",NA,"urologist","meddr",404,153,1.7,152600,0,1,1,1,11
"7172","job0190198",NA,"emergency medical technician","medtech",4492,667,0.2,33600,0,1,1,1,46.3333333333333
"7173","job0190199",NA,"school counselor","service",630,158,NA,49000,0,1,1,0,68.625
"7174","job0190240",NA,"food service worker","food",2496,380,0.2,29100,0,1,1,1,73.3
"7175","job0190276",NA,"dishwasher","food",1202,239,NA,18600,0,1,1,0,16.1777777777778
"7176","job0190281",NA,"pharmaceutical sales representative","sales",2022,353,1,72200,0,1,1,1,55.8
"7177","job0190299",NA,"medical records supervisor","medinfo",1798,282,NA,25000,0,1,1,0,122.2
"7178","job0190306",NA,"business manager","management",173,111,NA,52600,0,1,1,0,34
"7179","job0190310",NA,"sous chef","food",817,218,NA,30000,0,1,1,0,16.5
"7180","job0190324",NA,"registered nurse","mednurse",2402,442,6.7,56700,0,1,1,1,26.5
"7181","job0190396",NA,"director of technology","management",1137,222,NA,75700,0,1,1,0,12.3333333333333
"7182","job0190563",NA,"occupational therapist","therapy",769,140,NA,60300,0,1,1,0,27
"7183","job0190569",NA,"front desk agent","customer",2725,384,NA,37900,0,1,1,0,251.333333333333
"7184","job0190574",NA,"apprentice electrician","install",2515,429,1.3,50100,0,1,1,1,27
"7185","job0190576",NA,"patient services representative","medinfo",2056,322,NA,54200,0,1,1,0,86.5
"7186","job0190604",NA,"host/hostess","food",3648,617,NA,29300,0,1,1,0,15.0215053763441
"7187","job0190650",NA,"junior administrator","admin",1761,277,0.7,54200,0,1,1,1,16.5555555555556
"7188","job0190657",NA,"registered nurse - home health","mednurse",4313,640,NA,72000,0,1,1,0,5
"7189","job0190715",NA,"service advisor","sales",967,243,NA,49600,0,1,1,0,16.5161290322581
"7190","job0190804",NA,"front desk agent","customer",2005,347,NA,36600,0,1,1,0,18.1379310344828
"7191","job0190909",NA,"registered nurse","mednurse",1504,310,NA,89800,0,1,1,0,12.5142857142857
"7192","job0190976",NA,"caregiver/companion","care",111,68,NA,36000,0,1,1,0,21.1666666666667
"7193","job0190983",NA,"babysitter/nanny","childcare",122,38,NA,36100,0,1,1,0,19.7222222222222
"7194","job0190985",NA,"babysitter/nanny","childcare",387,80,NA,26900,0,1,1,0,19.8823529411765
"7195","job0190989",NA,"pet sitter","veterinary",577,103,NA,25300,0,1,1,0,34.71875
"7196","job0190990",NA,"babysitter/nanny","childcare",520,136,NA,23400,0,1,1,0,17.8064516129032
"7197","job0190997",NA,"daycare teacher","childcare",134,49,NA,41400,0,1,1,0,19
"7198","job0191005",NA,"housekeeper","sanitation",475,114,NA,24600,0,1,1,0,22
"7199","job0191170",NA,"fine jewelry sales associate","sales",569,171,NA,33100,0,1,1,0,14
"7200","job0191181",NA,"maintenance person","install",3933,638,NA,38100,0,1,1,0,112.894736842105
"7201","job0191196",NA,"warehouse worker","warehouse",887,174,NA,21500,0,1,1,0,28.2574257425743
"7202","job0191272",NA,NA,NA,6515,969,0.7,34600,0,0,0,1,18
"7203","job0191295",NA,"partner","uncategorized",5850,800,0.2,25000,0,1,1,1,25
"7204","job0191388",NA,"accountant","accounting",2846,424,NA,49700,0,1,1,0,9.66666666666667
"7205","job0191409",NA,"truck driver","driver",464,129,NA,50600,0,1,1,0,7
"7206","job0191434",NA,"nurse practitioner","mednurse",510,72,NA,91800,0,1,1,0,3
"7207","job0191438",NA,"senior project analyst","project",2389,330,1.7,110900,0,1,1,1,23
"7208","job0191505",NA,"truck driver","driver",2796,488,2.3,46400,0,1,1,1,14.6666666666667
"7209","job0191531","INTERNET_AND_SOFTWARE,MEDIA_NEWS_AND_PUBLISHING,TELECOMMUNICATIONS","lead retail sales associate","retail",3066,505,NA,29200,1,1,1,0,19.0625
"7210","job0191536",NA,"faculty","education",3118,475,0,61300,0,1,1,1,18.3846153846154
"7211","job0191648",NA,"crew member","uncategorized",1131,179,NA,19200,0,1,1,0,19
"7212","job0191659",NA,"host/hostess","food",1224,257,NA,18100,0,1,1,0,17.1666666666667
"7213","job0191715",NA,"quality control manager","management",3261,477,NA,120100,0,1,1,0,16
"7214","job0191733",NA,"copywriter","marketing",1413,252,NA,52500,0,1,1,0,12.48
"7215","job0191739",NA,"junior graphic designer","media",1078,207,NA,47600,0,1,1,0,47
"7216","job0191740",NA,"senior marketing manager","marketing",2402,424,NA,83100,0,1,1,0,21
"7217","job0191790",NA,"engineer","uncategorized",1942,380,NA,69800,0,1,1,0,15.4795918367347
"7218","job0191911",NA,"senior eligibility specialist","admin",4493,675,NA,28400,0,1,1,0,26.5
"7219","job0191959",NA,"registration clerk","medinfo",1929,302,NA,25500,0,1,1,0,49.45
"7220","job0191976",NA,NA,NA,952,186,NA,80900,0,0,0,0,23.5
"7221","job0191985",NA,"e-commerce manager","marketing",927,197,6,93100,0,1,1,1,23.5
"7222","job0191998",NA,NA,NA,1953,341,NA,1e+05,0,0,0,0,17.5
"7223","job0192005",NA,"clinician","medtech",5747,850,0.7,55600,0,1,1,1,15
"7224","job0192007",NA,"account manager","sales",3242,487,2,108200,0,1,1,1,28
"7225","job0192010",NA,"sales engineer","sales",3202,483,1.7,104400,0,1,1,1,17
"7226","job0192012",NA,"account manager","sales",3245,493,2,108000,0,1,1,1,29
"7227","job0192016",NA,"sales engineer","sales",3201,546,1.7,105900,0,1,1,1,20
"7228","job0192023",NA,"sales engineer","sales",3151,486,1.7,104700,0,1,1,1,7
"7229","job0192092",NA,"member services representative","customer",2918,480,NA,26500,0,1,1,0,29.6896551724138
"7230","job0192132",NA,"neurologist","meddr",542,101,NA,147900,0,1,1,0,14.0740740740741
"7231","job0192140",NA,"family medicine physician","meddr",652,180,NA,170200,0,1,1,0,15
"7232","job0192199",NA,"english teacher","education",3227,547,NA,36700,0,1,1,0,20.5757575757576
"7233","job0192275",NA,"operating room manager","medtech",253,98,0.7,53600,0,1,1,1,15
"7234","job0192289",NA,"bilingual sales representative","sales",661,164,NA,49500,0,1,1,0,17.039603960396
"7235","job0192339",NA,"science teacher","education",3671,557,NA,52100,0,1,1,0,18
"7236","job0192358",NA,"associate dentist","meddental",2965,544,NA,96700,0,1,1,0,15.2666666666667
"7237","job0192380",NA,"copywriter","marketing",1858,364,NA,34100,0,1,1,0,21.5102040816327
"7238","job0192383",NA,"personal assistant","admin",395,127,NA,23800,0,1,1,0,193.6
"7239","job0192420","CONSULTING_AND_BUSINESS_SERVICES,TRANSPORT_AND_FREIGHT","local driver","driver",2498,455,NA,38200,1,1,1,0,17.2222222222222
"7240","job0192436",NA,"owner","uncategorized",2405,319,1,48000,0,1,1,1,17.6666666666667
"7241","job0192470",NA,"project manager","project",692,110,3.7,75600,0,1,1,1,25
"7242","job0192479",NA,"process technician","install",1430,265,1,29100,0,1,1,1,27.5
"7243","job0192503",NA,"clinic coordinator","medinfo",1065,194,NA,61400,0,1,1,0,25.5454545454545
"7244","job0192512",NA,"spanish interpreter","socialscience",634,150,NA,34400,0,1,1,0,44
"7245","job0192603",NA,"weekend receptionist","admin",1868,265,NA,24100,0,1,1,0,194.666666666667
"7246","job0192636",NA,"emergency medicine physician","meddr",621,92,1.7,206800,0,1,1,1,15
"7247","job0192651",NA,NA,NA,824,122,NA,46900,0,0,0,0,14.3703703703704
"7248","job0192755",NA,NA,NA,2696,430,NA,74500,0,0,0,0,20.5810810810811
"7249","job0192794",NA,"detailer","sanitation",909,175,NA,21200,0,1,1,0,29
"7250","job0192799",NA,"retail sales associate","retail",3145,458,NA,38200,0,1,1,0,16.8095238095238
"7251","job0192820",NA,"administrative assistant","admin",13169,1861,NA,42900,0,1,1,0,93.6756756756757
"7252","job0193006",NA,"business development manager","management",2725,386,2.3,89100,0,1,1,1,14.625
"7253","job0193039",NA,"environmental specialist","science",2041,391,NA,30000,0,1,1,0,14.4950495049505
"7254","job0193055",NA,"support specialist","customer",337,90,NA,27200,0,1,1,0,15.9666666666667
"7255","job0193067",NA,"associate buyer","retail",2634,458,NA,44500,0,1,1,0,60.0714285714286
"7256","job0193085",NA,"graphic artist","arts",2117,351,6,43800,0,1,1,1,20
"7257","job0193113",NA,"pharmacy technician","pharmacy",1498,219,NA,76600,0,1,1,0,12
"7258","job0193134",NA,"associate","uncategorized",710,121,NA,28600,0,1,1,0,36
"7259","job0193149",NA,"quality assurance technician","install",1983,328,NA,40000,0,1,1,0,79
"7260","job0193153",NA,"software engineer","techsoftware",2042,398,NA,83900,0,1,1,0,24.8620689655172
"7261","job0193193",NA,"property accountant","accounting",1321,198,1.7,62300,0,1,1,1,39
"7262","job0193194",NA,"solutions engineer","sales",2136,408,NA,28500,0,1,1,0,12.6164383561644
"7263","job0193195",NA,"client coordinator","admin",2857,487,NA,27800,0,1,1,0,15
"7264","job0193216",NA,"delivery driver","driver",1109,273,NA,23100,0,1,1,0,25
"7265","job0193237",NA,"customer representative","customer",1905,389,NA,39100,0,1,1,0,3
"7266","job0193247",NA,"school teacher","education",8176,1240,NA,52500,0,1,1,0,15.52
"7267","job0193259",NA,"customer service representative","customer",1745,323,NA,35400,0,1,1,0,22.1
"7268","job0193435",NA,"medical assistant","medtech",1631,319,0,31300,0,1,1,1,49.8
"7269","job0193455",NA,"front end developer","techsoftware",3700,598,NA,63100,0,1,1,0,64
"7270","job0193573",NA,"anesthesiologist","meddr",1298,172,1,167300,0,1,1,1,7
"7271","job0193588",NA,"career coach","service",4066,599,NA,44300,0,1,1,0,35.9565217391304
"7272","job0193630","HEALTH_CARE","urologist","meddr",1767,319,NA,191500,1,1,1,0,14.1222222222222
"7273","job0193633",NA,"swim instructor","sports",2221,422,NA,34900,0,1,1,0,21.5
"7274","job0193692",NA,"property administrator","realestate",2376,413,1,70400,0,1,1,1,29.1428571428571
"7275","job0193694",NA,"technician","install",2647,438,0.3,48300,0,1,1,1,20.1428571428571
"7276","job0193713",NA,"grocery associate","retail",565,137,NA,21900,0,1,1,0,17.5833333333333
"7277","job0193764",NA,"account manager","sales",2974,562,NA,44100,0,1,1,0,13.551724137931
"7278","job0193871",NA,"partner","uncategorized",6346,940,1,34000,0,1,1,1,17
"7279","job0193973",NA,"bakery clerk","food",2026,317,NA,20300,0,1,1,0,18
"7280","job0193987",NA,"school nurse","mednurse",859,151,NA,62800,0,1,1,0,15.561797752809
"7281","job0194029",NA,"full stack developer","techsoftware",1315,216,1,102100,0,1,1,1,12.9
"7282","job0194053",NA,"retail assistant manager","retail",4465,718,NA,19800,0,1,1,0,21.2571428571429
"7283","job0194068","HEALTH_CARE","registered nurse ii","mednurse",707,146,NA,61900,1,1,1,0,15.1139240506329
"7284","job0194124",NA,"restaurant team member","food",4675,714,NA,17600,0,1,1,0,18
"7285","job0194203","EDUCATION_AND_SCHOOLS","operations coordinator","admin",8237,1381,0,20400,1,1,1,1,5
"7286","job0194204","EDUCATION_AND_SCHOOLS","instructor","education",8498,1418,0,22800,1,1,1,1,7
"7287","job0194207","EDUCATION_AND_SCHOOLS","instructor","education",8389,1410,0,23000,1,1,1,1,10
"7288","job0194224",NA,"general manager","management",2183,391,NA,37100,0,1,1,0,15
"7289","job0194238",NA,"cook","food",1164,256,NA,18400,0,1,1,0,11.4230769230769
"7290","job0194256",NA,"kitchen team member","food",895,227,NA,22100,0,1,1,0,22.5
"7291","job0194278",NA,"shift coordinator","management",1279,278,NA,18200,0,1,1,0,19.2307692307692
"7292","job0194280",NA,"production associate","manufacturing",2479,401,NA,21900,0,1,1,0,11.25
"7293","job0194438","HEALTH_CARE","phlebotomist","medtech",3293,464,NA,29100,1,1,1,0,18.2
"7294","job0194484",NA,"bartender","food",3565,596,NA,22000,0,1,1,0,19.4845360824742
"7295","job0194568",NA,"administrative assistant","admin",4386,677,0.7,24800,0,1,1,1,16
"7296","job0194646",NA,"travel nurse","mednurse",1208,229,0.7,69400,0,1,1,1,14.6
"7297","job0194661",NA,"bilingual customer service associate","customer",5625,830,0.7,29900,0,1,1,1,11
"7298","job0194670",NA,"babysitter/nanny","childcare",289,110,NA,26200,0,1,1,0,14.4516129032258
"7299","job0194717",NA,"licensed vocational nurse","mednurse",3404,552,NA,52600,0,1,1,0,17.2142857142857
"7300","job0194883",NA,"java developer","techsoftware",477,109,1,97200,0,1,1,1,21.5
"7301","job0194917",NA,"account resolution specialist","customer",9143,1336,0.2,25200,0,1,1,1,23.5
"7302","job0194959",NA,"inspector","install",901,191,NA,50800,0,1,1,0,27.7464788732394
"7303","job0194981",NA,"nursing assistant","mednurse",2135,379,NA,32800,0,1,1,0,17.3663366336634
"7304","job0195108",NA,"physical therapist","therapy",725,165,NA,75500,0,1,1,0,13
"7305","job0195255",NA,"cashier/clerk","retail",292,81,NA,26300,0,1,1,0,16
"7306","job0195265",NA,"cashier/clerk","retail",287,127,NA,28100,0,1,1,0,19
"7307","job0195279",NA,"pharmacy technician","pharmacy",3329,605,NA,31600,0,1,1,0,16
"7308","job0195280",NA,"pharmacy technician","pharmacy",4029,590,NA,30600,0,1,1,0,13.9080459770115
"7309","job0195281",NA,"pharmacy technician","pharmacy",3306,514,NA,31600,0,1,1,0,13.25
"7310","job0195288",NA,"pharmacy technician","pharmacy",3294,522,NA,32000,0,1,1,0,6
"7311","job0195289",NA,"pharmacy technician","pharmacy",3300,571,NA,32700,0,1,1,0,15.5
"7312","job0195291",NA,"pharmacy technician","pharmacy",3365,547,NA,31800,0,1,1,0,15
"7313","job0195292",NA,"cashier/clerk","retail",239,54,NA,26600,0,1,1,0,21.6530612244898
"7314","job0195299",NA,"pharmacy technician","pharmacy",3365,528,NA,31800,0,1,1,0,12.1728395061728
"7315","job0195303",NA,"cashier/clerk","retail",289,49,NA,26600,0,1,1,0,20.19
"7316","job0195373",NA,"cashier","retail",709,102,NA,24600,0,1,1,0,71.75
"7317","job0195386",NA,"caregiver","care",1792,262,NA,23800,0,1,1,0,32.6666666666667
"7318","job0195488",NA,NA,NA,1478,233,NA,22900,0,0,0,0,13.4102564102564
"7319","job0195500",NA,"proposal manager","management",1967,316,1,80300,0,1,1,1,21.5
"7320","job0195521",NA,"machine learning engineer","techsoftware",2170,403,3,134200,0,1,1,1,12
"7321","job0195527",NA,"automotive technician","install",1513,282,NA,22600,0,1,1,0,12
"7322","job0195560","AGRICULTURE_AND_EXTRACTION,CONSUMER_GOODS_AND_SERVICES","merchandiser","retail",5804,962,NA,20700,1,1,1,0,29.4814814814815
"7323","job0195577",NA,"licensed vocational nurse","mednurse",2444,393,NA,51700,0,1,1,0,19
"7324","job0195587",NA,"licensed vocational nurse","mednurse",2669,442,NA,47500,0,1,1,0,20
"7325","job0195589",NA,"registered nurse - operating room","mednurse",2828,382,NA,55800,0,1,1,0,15.25
"7326","job0195648",NA,"registered nurse - infusion","mednurse",5822,853,NA,54800,0,1,1,0,14.6
"7327","job0195660",NA,"senior director","management",5514,754,4,111000,0,1,1,1,40.875
"7328","job0195668",NA,"computer vision engineer","techsoftware",1410,221,NA,65500,0,1,1,0,17.7052631578947
"7329","job0195682",NA,"nurse practitioner","mednurse",4634,723,0.7,81500,0,1,1,1,8
"7330","job0195687",NA,"public safety officer","protective",4377,604,NA,31700,0,1,1,0,20.2272727272727
"7331","job0195724",NA,"facilitator","service",5336,802,0.7,44100,0,1,1,1,9
"7332","job0195737",NA,"service coordinator","admin",2687,438,0.7,35000,0,1,1,1,6
"7333","job0195765",NA,"merchandiser","retail",2230,387,NA,19200,0,1,1,0,25
"7334","job0195782",NA,"logistics assistant","admin",4641,762,NA,30100,0,1,1,0,23.75
"7335","job0195787",NA,NA,NA,1228,198,0.2,21000,0,0,0,1,13.5714285714286
"7336","job0195822",NA,"barista","food",452,112,NA,48000,0,1,1,0,12.25
"7337","job0195893",NA,"executive assistant","admin",2586,432,NA,30200,0,1,1,0,35.1
"7338","job0195902",NA,"software engineer","techsoftware",2045,324,NA,120000,0,1,1,0,18.5
"7339","job0195962",NA,"territory sales","sales",2291,370,0.7,83500,0,1,1,1,48
"7340","job0196071",NA,"facilitator","service",6431,973,0.7,47200,0,1,1,1,21
"7341","job0196095",NA,"service assistant","food",1645,271,NA,28700,0,1,1,0,13.3380281690141
"7342","job0196099",NA,"server","food",1589,252,NA,30900,0,1,1,0,17.75
"7343","job0196105",NA,"service assistant","food",1583,335,NA,28700,0,1,1,0,18.5897435897436
"7344","job0196156",NA,"clerical specialist","admin",2045,331,NA,24100,0,1,1,0,14.1971830985915
"7345","job0196185",NA,"owner operator driver","driver",1841,365,NA,53800,0,1,1,0,14.8275862068966
"7346","job0196194",NA,"clinician","medtech",4830,648,0.7,54800,0,1,1,1,12
"7347","job0196230",NA,"nursing assistant","mednurse",3160,455,NA,37400,0,1,1,0,15.3333333333333
"7348","job0196247",NA,"administrative analyst","admin",6041,898,NA,49800,0,1,1,0,37.34
"7349","job0196283","EDUCATION_AND_SCHOOLS","language arts teacher","education",3575,538,NA,104100,1,1,1,0,15.6732673267327
"7350","job0196290",NA,"registered nurse - icu","mednurse",1648,307,0.3,72000,0,1,1,1,14
"7351","job0196323",NA,"superintendent","management",2260,417,1.7,97200,0,1,1,1,15.25
"7352","job0196337",NA,"ticket sales","customer",2466,345,NA,34300,0,1,1,0,54.3125
"7353","job0196348","HEALTH_CARE,HUMAN_RESOURCES_AND_STAFFING","nurse practitioner","mednurse",502,68,NA,70900,1,1,1,0,23
"7354","job0196350","HEALTH_CARE,HUMAN_RESOURCES_AND_STAFFING","nurse practitioner","mednurse",953,165,NA,88800,1,1,1,0,3
"7355","job0196528",NA,"registered nurse","mednurse",9976,1425,NA,40300,0,1,1,0,26
"7356","job0196570",NA,"operations lead","management",3235,536,NA,34000,0,1,1,0,18.962962962963
"7357","job0196597",NA,NA,NA,704,99,NA,21700,0,0,0,0,25.2637362637363
"7358","job0196602",NA,"registered nurse - infusion","mednurse",1477,213,0.7,66900,0,1,1,1,18.5
"7359","job0196605",NA,"account executive","sales",1868,275,2,53900,0,1,1,1,19.4
"7360","job0196612",NA,"automotive technician","install",2145,364,NA,50600,0,1,1,0,13.9655172413793
"7361","job0196690",NA,"actuary","insurance",2119,365,NA,52600,0,1,1,0,19.1
"7362","job0196756",NA,"facilitator","service",6247,975,0.7,44900,0,1,1,1,34
"7363","job0196757",NA,"it project manager","project",1684,267,NA,112500,0,1,1,0,19.952380952381
"7364","job0196791",NA,"business development specialist","sales",2536,402,0.3,57500,0,1,1,1,18.125
"7365","job0197014",NA,"construction assistant","admin",831,201,2.3,36800,0,1,1,1,16.8
"7366","job0197019",NA,"biller","admin",2134,347,0,38200,0,1,1,1,12
"7367","job0197029",NA,"android developer","techsoftware",3717,608,NA,89000,0,1,1,0,12
"7368","job0197044",NA,"elementary school teacher","education",552,162,0,40300,0,1,1,1,21
"7369","job0197052",NA,"babysitter/nanny","childcare",323,131,NA,31300,0,1,1,0,16.7307692307692
"7370","job0197066",NA,"cleaner","sanitation",242,75,NA,29400,0,1,1,0,16.9333333333333
"7371","job0197206",NA,"server","food",634,137,NA,20700,0,1,1,0,15.825
"7372","job0197257",NA,"registered nurse - operating room","mednurse",2416,335,NA,59900,0,1,1,0,21
"7373","job0197441",NA,"server","food",1378,237,NA,23900,0,1,1,0,16.5
"7374","job0197484",NA,NA,NA,6589,980,0.7,32200,0,0,0,1,14.5
"7375","job0197511",NA,"nurse practitioner","mednurse",4579,720,0.7,81500,0,1,1,1,15
"7376","job0197513",NA,"tutor","education",600,171,NA,50300,0,1,1,0,15.5
"7377","job0197535",NA,"document processor","admin",1547,251,0,43700,0,1,1,1,66.3636363636364
"7378","job0197564",NA,"configuration engineer","techsoftware",604,173,NA,99800,0,1,1,0,19
"7379","job0197605",NA,"babysitter/nanny","childcare",714,178,NA,21600,0,1,1,0,22
"7380","job0197675",NA,"tutor","education",710,99,NA,51500,0,1,1,0,26
"7381","job0197707",NA,"private equity associate","finance",539,99,NA,104800,0,1,1,0,14.5555555555556
"7382","job0197768","HEALTH_CARE","housekeeper","sanitation",185,107,NA,32000,1,1,1,0,15.0769230769231
"7383","job0197809","GOVERNMENT","assistant","uncategorized",8327,1205,NA,76000,1,1,1,0,47.4411764705882
"7384","job0197903",NA,"accountant","accounting",3540,554,NA,48000,0,1,1,0,20.695652173913
"7385","job0197944",NA,"customer service representative","customer",1855,283,0.7,27400,0,1,1,1,14.6666666666667
"7386","job0197957",NA,"financial advisor","sales",1685,349,NA,85000,0,1,1,0,12.75
"7387","job0197958",NA,"customer service representative","customer",749,117,NA,32300,0,1,1,0,13.2380952380952
"7388","job0197964",NA,"physical therapist","therapy",784,133,NA,71900,0,1,1,0,9
"7389","job0198006",NA,"development operations engineer","techsoftware",997,217,0,119100,0,1,1,1,14.5666666666667
"7390","job0198026",NA,"associate","uncategorized",631,155,NA,20500,0,1,1,0,25
"7391","job0198031",NA,"marketing coordinator","marketing",3916,641,NA,28300,0,1,1,0,15.6666666666667
"7392","job0198082",NA,"inventory associate","warehouse",1495,229,NA,23300,0,1,1,0,16.9405940594059
"7393","job0198088",NA,"physical therapist","therapy",1812,280,NA,59500,0,1,1,0,13.9090909090909
"7394","job0198102",NA,"mechanic","install",1764,243,NA,35200,0,1,1,0,13.7538461538462
"7395","job0198112","TRANSPORT_AND_FREIGHT","truck driver","driver",714,158,NA,50000,1,1,1,0,54.2
"7396","job0198127",NA,"optician","retail",3786,559,NA,36000,0,1,1,0,15
"7397","job0198134",NA,"lead technician","install",2631,454,NA,29200,0,1,1,0,12.375
"7398","job0198196",NA,"customer service representative","customer",3230,547,NA,21300,0,1,1,0,29.3265306122449
"7399","job0198330",NA,"food service worker","food",2409,449,NA,19000,0,1,1,0,33.0909090909091
"7400","job0198376",NA,"occupational health nurse","mednurse",3778,641,0.7,36200,0,1,1,1,12.5
"7401","job0198410",NA,"intake coordinator","service",3267,471,0.7,29700,0,1,1,1,24.5
"7402","job0198411",NA,"clinic coordinator","medinfo",3780,586,1.3,68700,0,1,1,1,19.5
"7403","job0198430",NA,"senior event manager","management",816,168,NA,53200,0,1,1,0,25.2
"7404","job0198442",NA,"cleaner","sanitation",1642,311,NA,16500,0,1,1,0,26.9047619047619
"7405","job0198470","CONSULTING_AND_BUSINESS_SERVICES","brand ambassador","marketing",2345,370,NA,19100,1,1,1,0,210
"7406","job0198535",NA,"english as a second language teacher","education",1433,298,NA,51500,0,1,1,0,13.4545454545455
"7407","job0198575",NA,"program coordinator","service",9330,1301,NA,50100,0,1,1,0,12.4166666666667
"7408","job0198609",NA,"mathematics teacher","education",4124,581,NA,72200,0,1,1,0,15.5510204081633
"7409","job0198619",NA,"dining room manager","food",3977,672,NA,21000,0,1,1,0,29.6190476190476
"7410","job0198656","HUMAN_RESOURCES_AND_STAFFING","pharmacy manager","pharmacy",845,140,NA,107900,1,1,1,0,14.4137931034483
"7411","job0198663",NA,"tester","uncategorized",989,206,1.7,72900,0,1,1,1,23
"7412","job0198776",NA,"electrician","install",1888,293,NA,37000,0,1,1,0,19.4927536231884
"7413","job0198780",NA,"retail sales associate","retail",1643,252,NA,17500,0,1,1,0,16
"7414","job0198803",NA,"groundskeeper","install",2733,465,NA,16300,0,1,1,0,24.4545454545455
"7415","job0198856",NA,"physical therapist","therapy",995,200,NA,91800,0,1,1,0,14.304347826087
